index,Z,N,A,MthFL,DeltaZ,DeltaN,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
8510,114,188,302,205.7,12.0,62.0,74.0,45.01300035910161,1920.057849754792,18.132450331125828,0.0,0.0
8511,114,189,303,210.64,12.0,63.0,75.0,45.112312048363485,1917.9432468878501,18.564356435643564,0.0,1.0
8512,114,190,304,213.63,12.0,64.0,76.0,45.21151454368421,1915.837928788619,19.0,0.0,0.0
8513,114,191,305,218.59,12.0,65.0,77.0,45.31060832372384,1913.7418243482318,19.439344262295084,0.0,1.0
8514,114,192,306,221.7,12.0,66.0,78.0,45.40959386348254,1911.6548632332754,19.88235294117647,0.0,0.0
8515,114,193,307,226.59,12.0,67.0,79.0,45.508471634340395,1909.5769758748313,20.32899022801303,0.0,1.0
8516,114,194,308,229.52,12.0,68.0,80.0,45.607242104096755,1907.5080934577097,20.77922077922078,0.0,0.0
8517,114,195,309,234.13,12.0,69.0,81.0,45.70590573700891,1905.4481479098674,21.233009708737864,0.0,1.0
8518,114,196,310,237.26,12.0,70.0,82.0,45.80446299383032,1903.3970718920077,21.690322580645162,0.0,0.0
8519,114,197,311,238.62,12.0,71.0,83.0,45.90291433184825,1901.3547987873612,22.15112540192926,0.0,1.0
8520,114,198,312,241.73,12.0,72.0,84.0,46.0012602049209,1899.3212626916384,22.615384615384617,0.0,0.0
8521,114,199,313,248.55,12.0,73.0,85.0,46.09950106351403,1897.2963984031564,23.083067092651756,0.0,1.0
8522,114,200,314,251.69,12.0,74.0,86.0,46.19763735473709,1895.2801414131316,23.554140127388536,0.0,0.0
8523,114,201,315,256.22,12.0,75.0,87.0,46.29566952237876,1893.2724278961377,24.02857142857143,0.0,1.0
8524,114,202,316,259.62,12.0,76.0,88.0,46.39359800694216,1891.2731947007253,24.50632911392405,0.0,0.0
8525,114,203,317,264.62,12.0,77.0,89.0,46.49142324567945,1889.2823793401983,24.98738170347003,0.0,1.0
8526,114,204,318,268.45,12.0,78.0,90.0,46.58914567262595,1887.2999199835465,25.471698113207548,0.0,0.0
8527,114,205,319,273.63,12.0,79.0,91.0,46.68676571863395,1885.325755446529,25.95924764890282,0.0,1.0
8528,114,206,320,277.66,12.0,80.0,92.0,46.78428381140585,1883.3598251829071,26.45,0.0,0.0
8529,114,207,321,282.93,12.0,81.0,93.0,46.881700375527004,1881.4020692758227,26.94392523364486,0.0,1.0
8530,114,208,322,287.01,12.0,82.0,94.0,46.97901583249807,1879.452428429318,27.440993788819874,0.0,0.0
8531,114,209,323,292.35,12.0,83.0,95.0,47.07623060076692,1877.510843959999,27.941176470588236,0.0,1.0
8532,114,210,324,296.55,12.0,84.0,96.0,47.173345095760126,1875.5772577888338,28.444444444444443,0.0,0.0
8533,114,211,325,301.93,12.0,85.0,97.0,47.270359729914034,1873.6516124330853,28.950769230769232,0.0,1.0
8534,114,212,326,306.15,12.0,86.0,98.0,47.3672749127054,1871.7338509983776,29.460122699386503,0.0,0.0
8535,114,213,327,311.67,12.0,87.0,99.0,47.46409105068165,1869.8239171708908,29.972477064220183,0.0,1.0
8536,114,214,328,316.05,12.0,88.0,100.0,47.56080854749076,1867.9217552096836,30.48780487804878,0.0,0.0
8537,114,215,329,321.72,12.0,89.0,101.0,47.65742780391063,1866.0273099391393,31.00607902735562,0.0,1.0
8538,114,216,330,326.12,12.0,90.0,102.0,47.7539492178782,1864.1405267415369,31.527272727272727,0.0,0.0
8539,114,217,331,331.9,12.0,91.0,103.0,47.85037318451814,1862.2613515497367,32.051359516616316,0.0,1.0
8540,114,218,332,336.51,12.0,92.0,104.0,47.94670009617112,1860.3897308399899,32.57831325301205,0.0,0.0
8541,114,219,333,342.49,12.0,93.0,105.0,48.04293034242179,1858.525611624858,33.108108108108105,0.0,1.0
8542,114,220,334,347.11,12.0,94.0,106.0,48.13906431012631,1856.6689414462496,33.64071856287425,0.0,0.0
8543,114,221,335,353.0,12.0,95.0,107.0,48.235102383439596,1854.8196683685646,34.17611940298507,0.0,1.0
8544,114,222,336,357.61,12.0,96.0,108.0,48.33104494384219,1852.9777409719502,34.714285714285715,0.0,0.0
8545,114,223,337,363.26,12.0,97.0,109.0,48.42689237016673,1851.143108345662,35.25519287833828,0.0,1.0
8546,114,224,338,367.68,12.0,98.0,110.0,48.52264503862422,1849.3157200815306,35.798816568047336,0.0,0.0
8547,114,225,339,373.46,12.0,99.0,111.0,48.61830332282976,1847.4955262675317,36.34513274336283,0.0,1.0
8548,115,157,272,173.21,11.0,31.0,42.0,41.98033849190535,2023.3905795179387,6.485294117647059,1.0,1.0
8549,115,158,273,171.85,11.0,32.0,43.0,42.08316853402988,2020.9169944363807,6.772893772893773,1.0,0.0
8550,115,159,274,171.78,11.0,33.0,44.0,42.18587309684084,2018.4554609473853,7.065693430656935,1.0,1.0
8551,115,160,275,170.59,11.0,34.0,45.0,42.288452790574595,2016.0058766706659,7.363636363636363,1.0,0.0
8552,115,161,276,170.7,11.0,35.0,46.0,42.39090822029288,2013.5681404639124,7.666666666666667,1.0,1.0
8553,115,162,277,169.76,11.0,36.0,47.0,42.493239985945216,2011.1421524034006,7.974729241877256,1.0,0.0
8554,115,163,278,169.94,11.0,37.0,48.0,42.5954486824304,2008.7278137649741,8.287769784172662,1.0,1.0
8555,115,164,279,168.83,11.0,38.0,49.0,42.69753489965706,2006.3250270053913,8.605734767025089,1.0,0.0
8556,115,165,280,169.64,11.0,39.0,50.0,42.799499222603174,2003.9336957440278,8.928571428571429,1.0,1.0
8557,115,166,281,169.34,11.0,40.0,51.0,42.901342231374805,2001.553724744925,9.256227758007118,1.0,0.0
8558,115,167,282,170.35,11.0,41.0,52.0,43.003064501263836,1999.185019899181,9.588652482269504,1.0,1.0
8559,115,168,283,170.24,11.0,42.0,53.0,43.10466660280481,1996.827488207672,9.925795053003533,1.0,0.0
8560,115,169,284,171.35,11.0,43.0,54.0,43.206149101830974,1994.4810377640995,10.267605633802816,1.0,1.0
8561,115,170,285,171.55,11.0,44.0,55.0,43.3075125595294,1992.1455777383528,10.614035087719298,1.0,0.0
8562,115,171,286,172.92,11.0,45.0,56.0,43.408757532495315,1989.821018360188,10.965034965034965,1.0,1.0
8569,115,178,293,181.57,11.0,52.0,63.0,44.11420058479868,1973.8469954495254,13.546075085324231,1.0,0.0
8570,115,179,294,183.89,11.0,53.0,64.0,44.214517183594644,1971.60653155417,13.931972789115646,1.0,1.0
8571,115,180,295,185.5,11.0,54.0,65.0,44.314720108947434,1969.3762055196644,14.322033898305085,1.0,0.0
8572,115,181,296,188.15,11.0,55.0,66.0,44.414809874347135,1967.1559373401726,14.716216216216216,1.0,1.0
8573,115,182,297,190.09,11.0,56.0,67.0,44.514786989238296,1964.9456479088021,15.114478114478114,1.0,0.0
8574,115,183,298,193.06,11.0,57.0,68.0,44.61465195906534,1962.7452590045195,15.516778523489933,1.0,1.0
8575,115,184,299,195.39,11.0,58.0,69.0,44.71440528531725,1960.5546932792952,15.923076923076923,1.0,0.0
8576,115,185,300,199.53,11.0,59.0,70.0,44.81404746557164,1958.3738742454814,16.333333333333332,1.0,1.0
8577,115,186,301,202.16,11.0,60.0,71.0,44.91357899353822,1956.2027262634099,16.74750830564784,1.0,0.0
8578,115,187,302,206.71,11.0,61.0,72.0,45.01300035910161,1954.041174529213,17.165562913907284,1.0,1.0
8579,115,188,303,209.55,11.0,62.0,73.0,45.112312048363485,1951.8891450628562,17.58745874587459,1.0,0.0
8580,115,189,304,214.12,11.0,63.0,74.0,45.21151454368421,1949.7465646963822,18.013157894736842,1.0,1.0
8581,115,190,305,217.12,11.0,64.0,75.0,45.31060832372384,1947.61336106236,18.442622950819672,1.0,0.0
8582,115,191,306,221.62,11.0,65.0,76.0,45.40959386348254,1945.489462582537,18.875816993464053,1.0,1.0
8583,115,192,307,224.66,11.0,66.0,77.0,45.508471634340395,1943.3747984566867,19.31270358306189,1.0,0.0
8584,115,193,308,228.96,11.0,67.0,78.0,45.607242104096755,1941.2692986516513,19.753246753246753,1.0,1.0
8585,115,194,309,232.05,11.0,68.0,79.0,45.70590573700891,1939.172893890573,20.197411003236247,1.0,0.0
8586,115,195,310,236.35,11.0,69.0,80.0,45.80446299383032,1937.0855156423088,20.64516129032258,1.0,1.0
8587,115,196,311,239.48,11.0,70.0,81.0,45.90291433184825,1935.0070961110314,21.09646302250804,1.0,0.0
8588,115,197,312,240.65,11.0,71.0,82.0,46.0012602049209,1932.9375682260038,21.55128205128205,1.0,1.0
8589,115,198,313,243.78,11.0,72.0,83.0,46.09950106351403,1930.876865631531,22.009584664536742,1.0,0.0
8590,115,199,314,250.39,11.0,73.0,84.0,46.19763735473709,1928.8249226770808,22.471337579617835,1.0,1.0
8591,115,200,315,253.55,11.0,74.0,85.0,46.29566952237876,1926.7816744075737,22.936507936507937,1.0,0.0
8592,115,201,316,257.87,11.0,75.0,86.0,46.39359800694216,1924.7470565538356,23.40506329113924,1.0,1.0
8593,115,202,317,261.26,11.0,76.0,87.0,46.49142324567945,1922.7210055232106,23.876971608832807,1.0,0.0
8594,115,203,318,266.01,11.0,77.0,88.0,46.58914567262595,1920.7034583903348,24.352201257861637,1.0,1.0
8595,115,204,319,269.83,11.0,78.0,89.0,46.68676571863395,1918.6943528880604,24.830721003134798,1.0,0.0
8596,115,205,320,274.76,11.0,79.0,90.0,46.78428381140585,1916.6936273985339,25.3125,1.0,1.0
8597,115,206,321,278.8,11.0,80.0,91.0,46.881700375527004,1914.7012209444213,25.797507788161994,1.0,0.0
8598,115,207,322,283.76,11.0,81.0,92.0,46.97901583249807,1912.7170731802792,26.285714285714285,1.0,1.0
8599,115,208,323,287.89,11.0,82.0,93.0,47.07623060076692,1910.7411243840697,26.777089783281735,1.0,0.0
8600,115,209,324,293.02,11.0,83.0,94.0,47.173345095760126,1908.773315448813,27.271604938271604,1.0,1.0
8601,115,210,325,297.19,11.0,84.0,95.0,47.270359729914034,1906.8135878743788,27.76923076923077,1.0,0.0
8602,115,211,326,302.3,11.0,85.0,96.0,47.3672749127054,1904.8618837594108,28.26993865030675,1.0,1.0
8603,115,212,327,306.43,11.0,86.0,97.0,47.46409105068165,1902.9181457933846,28.773700305810397,1.0,0.0
8604,115,213,328,311.67,11.0,87.0,98.0,47.56080854749076,1900.982317248793,29.28048780487805,1.0,1.0
8605,115,214,329,315.88,11.0,88.0,99.0,47.65742780391063,1899.0543419734604,29.790273556231003,1.0,0.0
8606,115,215,330,321.25,11.0,89.0,100.0,47.7539492178782,1897.13416438298,30.303030303030305,1.0,1.0
8607,115,216,331,325.63,11.0,90.0,101.0,47.85037318451814,1895.2217294532718,30.818731117824772,1.0,0.0
8608,115,217,332,331.13,11.0,91.0,102.0,47.94670009617112,1893.316982713264,31.337349397590362,1.0,1.0
8609,115,218,333,335.6,11.0,92.0,103.0,48.04293034242179,1891.4198702376873,31.85885885885886,1.0,0.0
8610,115,219,334,341.21,11.0,93.0,104.0,48.13906431012631,1889.5303386399885,32.383233532934135,1.0,1.0
8611,115,220,335,345.74,11.0,94.0,105.0,48.235102383439596,1887.6483350653532,32.91044776119403,1.0,0.0
8612,115,221,336,351.38,11.0,95.0,106.0,48.33104494384219,1885.7738071838432,33.44047619047619,1.0,1.0
8613,115,222,337,355.88,11.0,96.0,107.0,48.42689237016673,1883.9067031836382,33.97329376854599,1.0,0.0
8614,115,223,338,361.36,11.0,97.0,108.0,48.52264503862422,1882.0469717643896,34.50887573964497,1.0,1.0
8615,115,224,339,365.91,11.0,98.0,109.0,48.61830332282976,1880.1945621306736,35.04719764011799,1.0,0.0
8616,116,159,275,179.87,10.0,33.0,43.0,42.288452790574595,2051.3744008227827,6.723636363636364,0.0,1.0
8617,116,160,276,178.33,10.0,34.0,44.0,42.39090822029288,2048.8938973141567,7.0144927536231885,0.0,0.0
8618,116,161,277,178.42,10.0,35.0,45.0,42.493239985945216,2046.4253480596005,7.310469314079422,0.0,1.0
8619,116,162,278,176.77,10.0,36.0,46.0,42.5954486824304,2043.9686526029561,7.611510791366906,0.0,0.0
8620,116,163,279,177.11,10.0,37.0,47.0,42.69753489965706,2041.5237116896965,7.917562724014337,0.0,1.0
8621,116,164,280,175.68,10.0,38.0,48.0,42.799499222603174,2039.090427248309,8.228571428571428,0.0,0.0
8622,116,165,281,176.49,10.0,39.0,49.0,42.901342231374805,2036.668702372029,8.544483985765124,0.0,1.0
8623,116,166,282,175.85,10.0,40.0,50.0,43.003064501263836,2034.258441300921,8.865248226950355,0.0,0.0
8624,116,167,283,176.65,10.0,41.0,51.0,43.10466660280481,2031.859549404298,9.190812720848056,0.0,1.0
8625,116,168,284,176.21,10.0,42.0,52.0,43.206149101830974,2029.4719331634697,9.52112676056338,0.0,0.0
8626,116,169,285,177.27,10.0,43.0,53.0,43.3075125595294,2027.0955001548152,9.856140350877194,0.0,1.0
8627,116,170,286,177.15,10.0,44.0,54.0,43.408757532495315,2024.7301590331735,10.195804195804195,0.0,0.0
8628,116,171,287,178.49,10.0,45.0,55.0,43.50988457278557,2022.3758195155392,10.54006968641115,0.0,1.0
8629,116,172,288,178.71,10.0,46.0,56.0,43.61089422797134,2020.0323923650622,10.88888888888889,0.0,0.0
8635,116,178,294,186.0,10.0,52.0,62.0,44.214517183594644,2006.19611982705,13.07482993197279,0.0,0.0
8636,116,179,295,188.39,10.0,53.0,63.0,44.314720108947434,2003.9266652656233,13.454237288135593,0.0,1.0
8637,116,180,296,189.72,10.0,54.0,64.0,44.414809874347135,2001.667445012807,13.837837837837839,0.0,0.0
8638,116,181,297,192.35,10.0,55.0,65.0,44.514786989238296,1999.418378573869,14.225589225589225,0.0,1.0
8639,116,182,298,193.97,10.0,56.0,66.0,44.61465195906534,1997.179386355476,14.61744966442953,0.0,0.0
8640,116,183,299,196.94,10.0,57.0,67.0,44.71440528531725,1994.9503896526162,15.013377926421406,0.0,1.0
8641,116,184,300,198.94,10.0,58.0,68.0,44.81404746557164,1992.7313106357528,15.413333333333334,0.0,0.0
8642,116,185,301,203.05,10.0,59.0,69.0,44.91357899353822,1990.5220723382065,15.817275747508306,0.0,1.0
8643,116,186,302,205.38,10.0,60.0,70.0,45.01300035910161,1988.3225986437608,16.225165562913908,0.0,0.0
8644,116,187,303,209.94,10.0,61.0,71.0,45.112312048363485,1986.1328142744853,16.636963696369637,0.0,1.0
8645,116,188,304,212.43,10.0,62.0,72.0,45.21151454368421,1983.9526447787748,17.05263157894737,0.0,0.0
8646,116,189,305,217.02,10.0,63.0,73.0,45.31060832372384,1981.7820165195942,17.472131147540985,0.0,1.0
8647,116,190,306,219.68,10.0,64.0,74.0,45.40959386348254,1979.6208566629323,17.895424836601308,0.0,0.0
8648,116,191,307,224.15,10.0,65.0,75.0,45.508471634340395,1977.4690931664531,18.322475570032573,0.0,1.0
8649,116,192,308,226.58,10.0,66.0,76.0,45.607242104096755,1975.326654768347,18.753246753246753,0.0,0.0
8650,116,193,309,230.77,10.0,67.0,77.0,45.70590573700891,1973.1934709763725,19.187702265372167,0.0,1.0
8651,116,194,310,233.56,10.0,68.0,78.0,45.80446299383032,1971.0694720570862,19.625806451612902,0.0,0.0
8652,116,195,311,237.97,10.0,69.0,79.0,45.90291433184825,1968.95458902526,20.067524115755628,0.0,1.0
8653,116,196,312,240.77,10.0,70.0,80.0,46.0012602049209,1966.8487536334776,20.512820512820515,0.0,0.0
8654,116,197,313,245.03,10.0,71.0,81.0,46.09950106351403,1964.7518983619086,20.961661341853034,0.0,1.0
8655,116,198,314,247.91,10.0,72.0,82.0,46.19763735473709,1962.6639564082577,21.414012738853504,0.0,0.0
8656,116,199,315,248.63,10.0,73.0,83.0,46.29566952237876,1960.5848616778821,21.86984126984127,0.0,1.0
8657,116,200,316,254.06,10.0,74.0,84.0,46.39359800694216,1958.5145487740783,22.329113924050635,0.0,0.0
8658,116,201,317,258.35,10.0,75.0,85.0,46.49142324567945,1956.4529529885301,22.79179810725552,0.0,1.0
8659,116,202,318,261.46,10.0,76.0,86.0,46.58914567262595,1954.4000102919197,23.257861635220127,0.0,0.0
8660,116,203,319,266.18,10.0,77.0,87.0,46.68676571863395,1952.355657324693,23.727272727272727,0.0,1.0
8661,116,204,320,269.77,10.0,78.0,88.0,46.78428381140585,1950.3198313879818,24.2,0.0,0.0
8662,116,205,321,274.75,10.0,79.0,89.0,46.881700375527004,1948.2924704346742,24.67601246105919,0.0,1.0
8663,116,206,322,278.49,10.0,80.0,90.0,46.97901583249807,1946.273513060635,25.15527950310559,0.0,0.0
8664,116,207,323,283.47,10.0,81.0,91.0,47.07623060076692,1944.262898496071,25.637770897832816,0.0,1.0
8665,116,208,324,287.34,10.0,82.0,92.0,47.173345095760126,1942.260566597038,26.123456790123456,0.0,0.0
8666,116,209,325,292.45,10.0,83.0,93.0,47.270359729914034,1940.2664578370873,26.61230769230769,0.0,1.0
8667,116,210,326,296.37,10.0,84.0,94.0,47.3672749127054,1938.2805132990495,27.104294478527606,0.0,0.0
8668,116,211,327,301.48,10.0,85.0,95.0,47.46409105068165,1936.3026746669527,27.599388379204893,0.0,1.0
8669,116,212,328,305.44,10.0,86.0,96.0,47.56080854749076,1934.3328842180701,28.097560975609756,0.0,0.0
8670,116,213,329,310.69,10.0,87.0,97.0,47.65742780391063,1932.3710848151002,28.598784194528875,0.0,1.0
8671,116,214,330,314.55,10.0,88.0,98.0,47.7539492178782,1930.4172198984709,29.1030303030303,0.0,0.0
8672,116,215,331,319.88,10.0,89.0,99.0,47.85037318451814,1928.4712334787678,29.610271903323262,0.0,1.0
8673,116,216,332,323.93,10.0,90.0,100.0,47.94670009617112,1926.5330701292862,30.120481927710845,0.0,0.0
8674,116,217,333,329.41,10.0,91.0,101.0,48.04293034242179,1924.6026749786993,30.633633633633632,0.0,1.0
8675,116,218,334,333.61,10.0,92.0,102.0,48.13906431012631,1922.679993703848,31.149700598802394,0.0,0.0
8676,116,219,335,339.21,10.0,93.0,103.0,48.235102383439596,1920.7649725226402,31.66865671641791,0.0,1.0
8677,116,220,336,343.41,10.0,94.0,104.0,48.33104494384219,1918.8575581870684,32.19047619047619,0.0,0.0
8678,116,221,337,349.04,10.0,95.0,105.0,48.42689237016673,1916.9576979763337,32.71513353115727,0.0,1.0
8679,116,222,338,353.38,10.0,96.0,106.0,48.52264503862422,1915.0653396900805,33.24260355029586,0.0,0.0
8680,116,223,339,358.84,10.0,97.0,107.0,48.61830332282976,1913.180431641738,33.772861356932154,0.0,1.0
8681,117,161,278,187.54,9.0,35.0,44.0,42.5954486824304,2079.51593351779,6.9640287769784175,1.0,1.0
8682,117,162,279,185.98,9.0,36.0,45.0,42.69753489965706,2077.0284718929956,7.258064516129032,1.0,0.0
8683,117,163,280,185.9,9.0,37.0,46.0,42.799499222603174,2074.552869461323,7.557142857142857,1.0,1.0
8684,117,164,281,184.49,9.0,38.0,47.0,42.901342231374805,2072.0890276306727,7.8612099644128115,1.0,0.0
8685,117,165,282,184.95,9.0,39.0,48.0,43.003064501263836,2069.6368489757197,8.170212765957446,1.0,1.0
8686,117,166,283,184.22,9.0,40.0,49.0,43.10466660280481,2067.196237220025,8.484098939929329,1.0,0.0
8687,117,167,284,184.71,9.0,41.0,50.0,43.206149101830974,2064.7670972184865,8.80281690140845,1.0,1.0
8688,117,168,285,184.21,9.0,42.0,51.0,43.3075125595294,2062.3493349401165,9.126315789473685,1.0,0.0
8689,117,169,286,184.95,9.0,43.0,52.0,43.408757532495315,2059.942857451142,9.454545454545455,1.0,1.0
8690,117,170,287,184.77,9.0,44.0,53.0,43.50988457278557,2057.547572898418,9.787456445993032,1.0,0.0
8691,117,171,288,185.78,9.0,45.0,54.0,43.61089422797134,2055.16339049315,10.125,1.0,1.0
8692,117,172,289,185.95,9.0,46.0,55.0,43.71178704118999,2052.790220494916,10.46712802768166,1.0,0.0
8693,117,173,290,187.19,9.0,47.0,56.0,43.8125635511962,2050.4279741959826,10.813793103448276,1.0,1.0
8698,117,178,295,192.32,9.0,52.0,61.0,44.314720108947434,2038.7775637919822,12.613559322033899,1.0,0.0
8699,117,179,296,194.46,9.0,53.0,62.0,44.414809874347135,2036.4790527521602,12.986486486486486,1.0,1.0
8700,117,180,297,195.76,9.0,54.0,63.0,44.514786989238296,2034.190872114284,13.363636363636363,1.0,0.0
8701,117,181,298,198.17,9.0,55.0,64.0,44.61465195906534,2031.9129409007887,13.74496644295302,1.0,1.0
8702,117,182,299,199.78,9.0,56.0,65.0,44.71440528531725,2029.6451790378792,14.130434782608695,1.0,0.0
8703,117,183,300,202.45,9.0,57.0,66.0,44.81404746557164,2027.3875073424617,14.52,1.0,1.0
8704,117,184,301,204.45,9.0,58.0,67.0,44.91357899353822,2025.1398475093058,14.913621262458472,1.0,0.0
8705,117,185,302,208.23,9.0,59.0,68.0,45.01300035910161,2022.9021220984348,15.311258278145695,1.0,1.0
8706,117,186,303,210.54,9.0,60.0,69.0,45.112312048363485,2020.674254522737,15.712871287128714,1.0,0.0
8707,117,187,304,214.77,9.0,61.0,70.0,45.21151454368421,2018.4561690357968,16.11842105263158,1.0,1.0
8708,117,188,305,217.27,9.0,62.0,71.0,45.31060832372384,2016.247790719935,16.527868852459015,1.0,0.0
8709,117,189,306,221.54,9.0,63.0,72.0,45.40959386348254,2014.0490454744615,16.941176470588236,1.0,1.0
8710,117,190,307,224.21,9.0,64.0,73.0,45.508471634340395,2011.8598600041305,17.35830618892508,1.0,0.0
8711,117,191,308,228.03,9.0,65.0,74.0,45.607242104096755,2009.6801618077966,17.77922077922078,1.0,1.0
8712,117,192,309,230.33,9.0,66.0,75.0,45.70590573700891,2007.509879167266,18.203883495145632,1.0,0.0
8713,117,193,310,234.41,9.0,67.0,76.0,45.80446299383032,2005.3489411363398,18.63225806451613,1.0,1.0
8714,117,194,311,237.23,9.0,68.0,77.0,45.90291433184825,2003.1972775300471,19.064308681672024,1.0,0.0
8715,117,195,312,241.16,9.0,69.0,78.0,46.0012602049209,2001.0548189140598,19.5,1.0,1.0
8716,117,196,313,244.01,9.0,70.0,79.0,46.09950106351403,1998.9214965942897,19.93929712460064,1.0,0.0
8717,117,197,314,244.33,9.0,71.0,80.0,46.19763735473709,1996.7972426066622,20.38216560509554,1.0,1.0
8718,117,198,315,247.17,9.0,72.0,81.0,46.29566952237876,1994.6819897070627,20.82857142857143,1.0,0.0
8719,117,199,316,251.13,9.0,73.0,82.0,46.39359800694216,1992.5756713614535,21.27848101265823,1.0,1.0
8720,117,200,317,256.56,9.0,74.0,83.0,46.49142324567945,1990.4782217361567,21.73186119873817,1.0,0.0
8721,117,201,318,260.67,9.0,75.0,84.0,46.58914567262595,1988.389575688301,22.18867924528302,1.0,1.0
8722,117,202,319,263.77,9.0,76.0,85.0,46.68676571863395,1986.3096687564268,22.648902821316614,1.0,0.0
8723,117,203,320,268.24,9.0,77.0,86.0,46.78428381140585,1984.238437151251,23.1125,1.0,1.0
8724,117,204,321,271.8,9.0,78.0,87.0,46.881700375527004,1982.1758177465817,23.57943925233645,1.0,0.0
8725,117,205,322,276.52,9.0,79.0,88.0,46.97901583249807,1980.1217480703851,24.049689440993788,1.0,1.0
8726,117,206,323,281.57,9.0,80.0,89.0,47.07623060076692,1978.0761662960028,24.523219814241486,1.0,0.0
8727,117,207,324,285.03,9.0,81.0,90.0,47.173345095760126,1976.039011233508,25.0,1.0,1.0
8728,117,208,325,288.89,9.0,82.0,91.0,47.270359729914034,1974.0102223212104,25.48,1.0,0.0
8729,117,209,326,293.7,9.0,83.0,92.0,47.3672749127054,1971.989739617294,25.96319018404908,1.0,1.0
8730,117,210,327,297.62,9.0,84.0,93.0,47.46409105068165,1969.9775037915954,26.44954128440367,1.0,0.0
8731,117,211,328,302.49,9.0,85.0,94.0,47.56080854749076,1967.9734561175148,26.9390243902439,1.0,1.0
8732,117,212,329,306.28,9.0,86.0,95.0,47.65742780391063,1965.9775384640584,27.43161094224924,1.0,0.0
8733,117,213,330,311.29,9.0,87.0,96.0,47.7539492178782,1963.9896932880094,27.927272727272726,1.0,1.0
8734,117,214,331,314.87,9.0,88.0,97.0,47.85037318451814,1962.0098636262246,28.425981873111784,1.0,0.0
8735,117,215,332,320.17,9.0,89.0,98.0,47.94670009617112,1960.0379930880563,28.927710843373493,1.0,1.0
8736,117,216,333,324.22,9.0,90.0,99.0,48.04293034242179,1958.074025847894,29.43243243243243,1.0,0.0
8737,117,217,334,329.38,9.0,91.0,100.0,48.13906431012631,1956.117906637828,29.940119760479043,1.0,1.0
8738,117,218,335,333.56,9.0,92.0,101.0,48.235102383439596,1954.1695807404253,30.450746268656715,1.0,0.0
8739,117,219,336,338.83,9.0,93.0,102.0,48.33104494384219,1952.2289939816262,30.964285714285715,1.0,1.0
8740,117,220,337,342.99,9.0,94.0,103.0,48.42689237016673,1950.2960927237482,31.480712166172108,1.0,0.0
8741,117,221,338,348.3,9.0,95.0,104.0,48.52264503862422,1948.3708238586037,32.0,1.0,1.0
8742,117,222,339,352.71,9.0,96.0,105.0,48.61830332282976,1946.453134800725,32.52212389380531,1.0,0.0
8743,118,163,281,194.0,8.0,37.0,45.0,42.901342231374805,2107.814700520857,7.2064056939501775,0.0,1.0
8744,118,164,282,192.31,8.0,38.0,46.0,43.003064501263836,2105.320242923577,7.50354609929078,0.0,0.0
8745,118,165,283,192.73,8.0,39.0,47.0,43.10466660280481,2102.837551654853,7.80565371024735,0.0,1.0
8746,118,166,284,191.67,8.0,40.0,48.0,43.206149101830974,2100.36652992915,8.112676056338028,0.0,0.0
8747,118,167,285,192.14,8.0,41.0,49.0,43.3075125595294,2097.907082094256,8.424561403508772,0.0,1.0
8748,118,168,286,191.32,8.0,42.0,50.0,43.408757532495315,2095.4591136140925,8.741258741258742,0.0,0.0
8749,118,169,287,192.03,8.0,43.0,51.0,43.50988457278557,2093.022531051839,9.062717770034844,0.0,1.0
8750,118,170,288,191.49,8.0,44.0,52.0,43.61089422797134,2090.5972420533767,9.38888888888889,0.0,0.0
8751,118,171,289,192.45,8.0,45.0,53.0,43.71178704118999,2088.1831553310353,9.719723183391004,0.0,1.0
8752,118,172,290,192.24,8.0,46.0,54.0,43.8125635511962,2085.7801806476377,10.055172413793104,0.0,0.0
8753,118,173,291,193.46,8.0,47.0,55.0,43.9132242924123,2083.38822880084,10.395189003436426,0.0,1.0
8754,118,174,292,193.52,8.0,48.0,56.0,44.01376979497789,2081.0072116077567,10.73972602739726,0.0,0.0
8758,118,178,296,197.67,8.0,52.0,60.0,44.414809874347135,2071.590760558232,12.162162162162161,0.0,0.0
8759,118,179,297,199.85,8.0,53.0,61.0,44.514786989238296,2069.2631285300477,12.52861952861953,0.0,1.0
8760,118,180,298,200.91,8.0,54.0,62.0,44.61465195906534,2066.9459226404574,12.899328859060402,0.0,0.0
8761,118,181,299,203.32,8.0,55.0,63.0,44.71440528531725,2064.639061435084,13.274247491638796,0.0,1.0
8762,118,182,300,204.65,8.0,56.0,64.0,44.81404746557164,2062.3424643656076,13.653333333333334,0.0,0.0
8763,118,183,301,207.33,8.0,57.0,65.0,44.91357899353822,2060.0560517767076,14.03654485049834,0.0,1.0
8764,118,184,302,209.01,8.0,58.0,66.0,45.01300035910161,2057.7797448932356,14.42384105960265,0.0,0.0
8765,118,185,303,212.74,8.0,59.0,67.0,45.112312048363485,2055.513465807612,14.815181518151816,0.0,1.0
8766,118,186,304,214.76,8.0,60.0,68.0,45.21151454368421,2053.2571374674485,15.210526315789474,0.0,0.0
8767,118,187,305,218.92,8.0,61.0,69.0,45.31060832372384,2051.010683663382,15.60983606557377,0.0,1.0
8768,118,188,306,221.14,8.0,62.0,70.0,45.40959386348254,2048.7740290171246,16.013071895424837,0.0,0.0
